time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452650000	3.91261	18.2392	4.87942	3.89268	0.466308	radar	7.15261	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.68541	18.1007	4.89859	3.89691	0.447302	lidar	3.07006	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.51065	17.9456	4.88776	3.91085	0.434978	radar	3.11922	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.30248	17.7821	4.90451	3.92275	0.424684	lidar	1.70383	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.13185	17.6017	4.91132	3.95161	0.43769	radar	2.66055	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.9387	17.4816	4.90135	3.95138	0.41778	lidar	5.8288	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.79771	17.2708	4.90763	3.99462	0.446878	radar	3.55211	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.62328	17.0893	4.91376	4.01198	0.441838	lidar	0.259492	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.45594	16.9168	4.90618	4.02104	0.423574	radar	1.65112	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.28655	16.7443	4.90592	4.0338	0.415715	lidar	0.49449	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.12113	16.5481	4.91049	4.04793	0.404573	radar	5.28115	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.97058	16.3236	4.92526	4.07524	0.410263	lidar	2.70001	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.81236	16.1423	4.91892	4.08337	0.39429	radar	1.12458	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.61805	15.9746	4.92834	4.08124	0.373171	lidar	2.38965	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.49496	15.75	4.93635	4.1168	0.394664	radar	1.96513	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.33042	15.5389	4.95259	4.12992	0.387462	lidar	1.70713	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.18147	15.3437	4.95145	4.14083	0.378096	radar	1.04191	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.9901	15.1361	4.97776	4.14218	0.359997	lidar	4.61007	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.844717	14.9474	4.96717	4.14702	0.343146	radar	2.11856	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.720222	14.7312	4.96713	4.1673	0.346085	lidar	0.0556817	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.613354	14.4961	4.9748	4.19936	0.364196	radar	1.75175	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.446889	14.2817	4.99279	4.20294	0.349426	lidar	2.32716	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.341506	14.0406	5.00772	4.23711	0.372985	radar	4.27753	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.285064	13.7891	5.00067	4.27844	0.394761	lidar	2.38579	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.190859	13.5517	5.00869	4.30741	0.408247	radar	1.75936	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	0.0337334	13.3306	5.02632	4.30662	0.387039	lidar	2.90818	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.078333	13.1081	5.02381	4.31727	0.37649	radar	0.62986	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.126152	12.8715	5.00934	4.35204	0.392618	lidar	1.82011	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.240322	12.6431	5.00965	4.35719	0.374298	radar	3.67433	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.357942	12.4094	5.01962	4.3646	0.362809	lidar	0.887904	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.477983	12.1953	5.01418	4.3641	0.342241	radar	3.81593	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.569776	11.9689	5.01076	4.37692	0.338328	lidar	0.258474	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.686789	11.7411	5.01328	4.37764	0.320146	radar	3.33179	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.858091	11.5084	5.03756	4.36148	0.28775	lidar	6.16356	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.960294	11.2767	5.03189	4.3628	0.268719	radar	3.64408	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.1262	11.0532	5.04696	4.34621	0.239149	lidar	4.12433	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.20672	10.8126	5.05128	4.36522	0.249475	radar	0.835127	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.33301	10.5652	5.0692	4.36447	0.236093	lidar	2.499	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.41217	10.3124	5.08009	4.38344	0.246053	radar	1.92053	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.52658	10.0934	5.07551	4.38134	0.232549	lidar	1.57596	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.61599	9.86042	5.07107	4.38716	0.225009	radar	0.353891	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.70691	9.63093	5.067	4.39317	0.22018	lidar	0.389035	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.80593	9.3885	5.07636	4.39996	0.218852	radar	3.13767	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.88437	9.10864	5.10154	4.41475	0.221676	lidar	5.79435	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-1.97381	8.87878	5.09314	4.41511	0.207922	radar	1.40375	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.07257	8.62854	5.10403	4.41743	0.19989	lidar	0.966027	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.18726	8.38447	5.11392	4.41216	0.184195	radar	4.15882	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.25301	8.1404	5.11144	4.42433	0.187091	lidar	0.0731346	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.32947	7.91559	5.0976	4.42772	0.179572	radar	4.65235	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.43861	7.66801	5.10924	4.42362	0.166816	lidar	1.57988	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.59034	7.43811	5.1132	4.39446	0.122041	radar	7.61773	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.69226	7.18423	5.12622	4.39385	0.115374	lidar	1.31163	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.7656	6.94607	5.1221	4.4028	0.120219	radar	0.912809	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.82799	6.71744	5.10806	4.41228	0.123719	lidar	1.46886	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.90804	6.48221	5.09835	4.40706	0.103561	radar	4.59102	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.96912	6.23653	5.09612	4.41748	0.108493	lidar	0.246243	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.08294	5.99653	5.10369	4.40821	0.0938464	radar	3.64507	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.15794	5.73032	5.11864	4.41541	0.0959944	lidar	1.98329	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.26685	5.48556	5.12365	4.40007	0.0675229	radar	3.27627	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.35651	5.22915	5.13517	4.40094	0.0650966	lidar	1.03321	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.43199	4.98243	5.13635	4.40623	0.067997	radar	0.0419537	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.53355	4.71875	5.15576	4.40353	0.0623297	lidar	3.21053	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.64336	4.47035	5.16317	4.38728	0.0337768	radar	3.42865	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.76279	4.213	5.18221	4.37849	0.0242963	lidar	4.26892	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.85391	3.97045	5.18295	4.37921	0.0258941	radar	0.858057	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.93089	3.72696	5.17985	4.38269	0.027817	lidar	0.15852	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.04368	3.50601	5.16996	4.36465	0.000785239	radar	4.15491	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.13324	3.25907	5.17318	4.36467	0.00082329	lidar	0.0914872	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.24942	3.01096	5.18393	4.34956	-0.0213154	radar	1.82994	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.33287	2.74562	5.19756	4.35368	-0.0163841	lidar	1.90224	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.42545	2.49582	5.20256	4.35272	-0.0170421	radar	0.281127	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.52452	2.23897	5.21438	4.35142	-0.0170287	lidar	1.42018	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.63803	2.00079	5.21677	4.33093	-0.050292	radar	4.81929	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.74524	1.74059	5.23292	4.32811	-0.0498764	lidar	2.78383	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.87015	1.49531	5.24383	4.31013	-0.0738002	radar	1.98999	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.93324	1.24617	5.23714	4.31848	-0.0633916	lidar	3.66067	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.03612	1.01435	5.23082	4.31265	-0.0669654	radar	0.507848	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.10135	0.767805	5.22337	4.32014	-0.0575571	lidar	3.23549	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.19081	0.493744	5.24497	4.32033	-0.0598106	radar	6.17537	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.26783	0.245371	5.2421	4.32467	-0.0532121	lidar	1.08521	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.38107	0.0094312	5.24067	4.32169	-0.0480116	radar	5.87702	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.45546	-0.238635	5.23699	4.32723	-0.0407697	lidar	1.27789	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.57833	-0.448965	5.22152	4.31102	-0.0574682	radar	3.85492	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.71731	-0.655327	5.20817	4.2923	-0.0731402	lidar	3.31279	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.82934	-0.886511	5.2083	4.27746	-0.0942974	radar	5.68691	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.92366	-1.14079	5.21686	4.28045	-0.0864749	lidar	0.954519	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.01167	-1.39719	5.2251	4.28465	-0.0791902	radar	2.49683	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.14991	-1.61403	5.21929	4.26865	-0.0911982	lidar	1.41245	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.28693	-1.84358	5.22832	4.2448	-0.123244	radar	5.06925	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.39216	-2.08627	5.23124	4.24426	-0.11757	lidar	0.287015	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.54269	-2.29923	5.22719	4.2249	-0.131718	radar	3.44029	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.69059	-2.51374	5.22371	4.20811	-0.142034	lidar	0.830856	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.8436	-2.7297	5.22513	4.18863	-0.15725	radar	1.66523	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.93855	-2.98184	5.23193	4.19669	-0.140986	lidar	1.84393	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.06869	-3.20813	5.23072	4.19046	-0.138939	radar	0.123053	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.19586	-3.41741	5.21779	4.18105	-0.141938	lidar	1.41703	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.34024	-3.65264	5.22933	4.17269	-0.143127	radar	4.46791	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.50034	-3.82544	5.20325	4.1473	-0.162521	lidar	5.72689	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.64287	-4.03891	5.20164	4.13593	-0.167383	radar	0.592789	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.79949	-4.256	5.20633	4.12346	-0.171379	lidar	0.419484	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.94917	-4.47335	5.20876	4.11414	-0.171919	radar	0.337579	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.11218	-4.695	5.21895	4.10269	-0.174468	lidar	1.14835	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.25574	-4.9082	5.21078	4.10069	-0.162477	radar	2.57929	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.39445	-5.12345	5.20822	4.09655	-0.158519	lidar	0.196478	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54386	-5.31486	5.18937	4.0886	-0.15439	radar	4.9783	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73645	-5.50779	5.19397	4.06534	-0.170006	lidar	1.72979	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89507	-5.71137	5.19015	4.05759	-0.167364	radar	0.623265	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05881	-5.89997	5.1821	4.04394	-0.172915	lidar	0.513936	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.20204	-6.08423	5.1579	4.04008	-0.164408	radar	8.32063	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.38949	-6.21438	5.12628	4.00755	-0.189775	lidar	8.21385	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.56133	-6.40502	5.12309	3.99742	-0.188675	radar	1.1429	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.71379	-6.59964	5.11768	3.99311	-0.183651	lidar	0.478053	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.92489	-6.76533	5.12179	3.96491	-0.203617	radar	6.45549	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1328	-6.92113	5.11826	3.93775	-0.220797	lidar	0.9665	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3139	-7.09118	5.11268	3.92324	-0.224642	radar	1.4866	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5431	-7.251	5.12276	3.89414	-0.242248	lidar	2.61721	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7436	-7.40368	5.11732	3.87294	-0.251675	radar	2.55994	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9874	-7.54706	5.12742	3.83925	-0.272459	lidar	2.98693	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1771	-7.70036	5.1158	3.82562	-0.272212	radar	1.96369	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3424	-7.85064	5.09475	3.81812	-0.267036	lidar	4.53577	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5392	-7.99106	5.08203	3.80098	-0.270849	radar	2.99717	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7332	-8.09976	5.0563	3.77637	-0.283155	lidar	5.96632	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9335	-8.23044	5.03783	3.75895	-0.286234	radar	4.21305	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1578	-8.31966	5.02173	3.72396	-0.307693	lidar	3.09469	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3759	-8.44626	5.02501	3.70379	-0.312471	radar	1.89283	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5911	-8.5253	5.00282	3.67148	-0.330326	lidar	4.99727	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.8051	-8.62645	4.98432	3.64766	-0.339051	radar	4.31481	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0761	-8.69874	4.99399	3.60441	-0.364494	lidar	2.78635	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.3158	-8.79812	4.99973	3.5799	-0.370172	radar	1.90885	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5475	-8.84139	4.97952	3.54048	-0.392255	lidar	5.00396	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7762	-8.89804	4.95755	3.50587	-0.410978	radar	7.05901	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-14.0059	-8.98704	4.95709	3.48688	-0.409483	lidar	0.00778175	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2459	-9.07149	4.96573	3.4682	-0.405391	radar	1.61888	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4708	-9.16253	4.9634	3.45459	-0.399069	lidar	0.148431	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.7044	-9.23175	4.95777	3.43219	-0.403074	radar	0.529991	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9784	-9.22748	4.96039	3.38062	-0.433523	lidar	2.53567	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.2284	-9.29632	4.96897	3.3623	-0.429544	radar	3.39546	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4807	-9.38933	4.98465	3.35465	-0.414631	lidar	3.37939	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.7294	-9.42077	4.97943	3.32314	-0.42879	radar	1.96735	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9793	-9.49029	4.98792	3.31124	-0.41874	lidar	1.17891	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2326	-9.50219	4.98526	3.27708	-0.433992	radar	2.4159	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4829	-9.49433	4.98099	3.24067	-0.448614	lidar	1.04933	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.7158	-9.49211	4.96544	3.20786	-0.46273	radar	6.20753	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9845	-9.47805	4.97598	3.17295	-0.472987	lidar	1.0149	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2321	-9.52852	4.98163	3.16875	-0.451444	radar	7.27151	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.486	-9.54055	4.98573	3.14896	-0.44836	lidar	0.231642	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7417	-9.53105	4.98825	3.12092	-0.45567	radar	1.4868	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9928	-9.49771	4.98828	3.08864	-0.46472	lidar	0.34888	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2402	-9.46123	4.98509	3.05469	-0.478494	radar	0.82545	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4605	-9.48834	4.96714	3.0502	-0.461987	lidar	2.67103	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.7001	-9.46835	4.96324	3.03139	-0.455994	radar	1.91397	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.945	-9.45785	4.96209	3.0158	-0.449298	lidar	0.201064	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.18	-9.41399	4.95604	2.99148	-0.449579	radar	4.36359	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.4172	-9.3066	4.95454	2.94415	-0.473177	lidar	3.21282	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6544	-9.22985	4.95157	2.90723	-0.490121	radar	1.28751	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8949	-9.11827	4.95639	2.86431	-0.50689	lidar	1.42624	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1293	-9.02057	4.9572	2.829	-0.51634	radar	5.13288	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.3395	-9.1033	4.92074	2.85881	-0.468582	lidar	15.9825	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5793	-9.05091	4.92144	2.84383	-0.459069	radar	1.49274	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7982	-8.96161	4.91347	2.81459	-0.465799	lidar	1.07368	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-21.0372	-8.87731	4.91855	2.78951	-0.468574	radar	2.00852	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.2421	-8.8035	4.89972	2.76837	-0.468488	lidar	2.57537	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4745	-8.70974	4.90319	2.7424	-0.473213	radar	1.56241	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6811	-8.67084	4.87886	2.73655	-0.459316	lidar	3.8787	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8813	-8.5177	4.87478	2.6824	-0.5	radar	7.1379	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.088	-8.44297	4.85941	2.66793	-0.491883	lidar	1.50599	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2983	-8.32293	4.85863	2.64295	-0.489728	radar	1.85468	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.5201	-8.23846	4.85565	2.63087	-0.478637	lidar	0.965427	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.718	-8.1069	4.85054	2.59833	-0.490928	radar	1.52743	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.9247	-7.91357	4.87066	2.55345	-0.507455	lidar	3.45648	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.1178	-7.76046	4.87047	2.51238	-0.532662	radar	4.03546	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.3295	-7.60802	4.88281	2.48665	-0.530505	lidar	1.17899	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.5257	-7.46378	4.88314	2.46842	-0.516826	radar	1.38359	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6964	-7.3153	4.87037	2.44098	-0.519683	lidar	1.30558	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8836	-7.15506	4.87251	2.41694	-0.515878	radar	0.726775	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0569	-7.04127	4.84924	2.40356	-0.507289	lidar	3.30971	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.2235	-6.85762	4.85088	2.36763	-0.520557	radar	1.94452	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3711	-6.63385	4.85967	2.32287	-0.536407	lidar	2.90774	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5377	-6.45602	4.86107	2.29176	-0.546392	radar	3.49013	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6531	-6.29001	4.83067	2.25953	-0.554211	lidar	7.2781	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
